Team,Player,Pitch Type,Pitches,BBE,EV,EV 90,Max EV,HH%,LA,HH LA,SwSpot%,Barrel%,Barrels,BA,xBA,wOBA,xwOBA,GB%,FB%,LD%,Swing%,Z-Swing%,Z-Contact%,Chase%,Whiff%,SD+
Pacific Lutheran,Carson Burke,All,55,6,90.1,100.7,100.8,50.0%,-2.6°,11.5°,66.7,0.0%,0,0.4,0.31,0.455,0.422,33.3%,0.0%,66.7%,38.2%,61.9%,76.9%,23.5%,38.1%,105
Marist,Noel Rivera,All,155,29,85.1,98.9,101.5,20.7%,15.8°,11.9°,44.8,0.0%,0,0.351,0.276,0.455,0.38,31.0%,34.5%,34.5%,45.8%,70.0%,79.6%,25.9%,22.5%,106
Delaware,Andrew Amato,All,871,117,87.1,104.0,107.9,34.2%,18.8°,17.8°,35.0,8.5%,10,0.313,0.256,0.454,0.384,34.2%,35.9%,26.5%,38.7%,61.0%,86.7%,21.3%,22.3%,98
Southeastern (FL),Peter Tassler,All,332,54,83.5,96.1,102.1,22.2%,14.2°,8.6°,40.7,0.0%,0,0.352,0.232,0.454,0.31,38.9%,31.5%,24.1%,41.6%,64.6%,85.7%,26.7%,31.9%,73
Rhode Island,Eric Genther,All,830,161,91.5,107.3,111.3,47.8%,6.1°,11.8°,34.2,8.1%,13,0.358,0.356,0.454,0.478,47.2%,23.6%,23.6%,38.8%,65.6%,94.7%,19.6%,13.4%,119
Oklahoma,Easton Carmichael,All,862,176,90.2,106.4,110.6,46.0%,12.6°,13.5°,36.4,9.7%,17,0.341,0.319,0.454,0.426,38.6%,24.4%,31.8%,44.8%,70.7%,86.9%,24.4%,20.2%,94
Georgia State,Jesse Donohoe,All,906,146,93.7,108.0,111.2,54.1%,15.4°,14.5°,34.9,15.1%,22,0.302,0.299,0.454,0.459,34.2%,37.0%,25.3%,36.9%,64.5%,84.8%,15.3%,19.2%,111
Alabama,Kade Snell,All,821,193,91.2,106.2,111.6,52.8%,8.9°,12.5°,36.3,9.8%,19,0.366,0.369,0.454,0.495,43.0%,21.2%,28.5%,43.4%,74.5%,93.0%,18.4%,10.1%,122
Illinois State,Daniel Pacella,All,624,121,93.7,107.9,111.7,55.4%,11.4°,17.4°,38.8,13.2%,16,0.315,0.357,0.454,0.499,39.7%,28.1%,29.8%,48.1%,70.7%,80.9%,31.3%,29.0%,74
Illinois State,Judah Morris,All,746,96,89.2,109.1,112.8,40.6%,19.6°,18.6°,39.6,13.5%,13,0.281,0.274,0.454,0.44,30.2%,35.4%,29.2%,39.0%,65.0%,87.5%,23.1%,21.3%,109
Illinois,Greg LaChance,All,329,42,89.8,104.3,107.6,52.4%,9.2°,13.0°,33.3,4.8%,2,0.31,0.251,0.454,0.395,42.9%,23.8%,26.2%,40.7%,67.4%,80.5%,23.5%,26.9%,146
Southern Illinois,Gabe Petrucelli,All,149,29,84.2,102.7,102.7,27.6%,13.1°,10.1°,37.9,6.9%,2,0.375,0.328,0.454,0.409,34.5%,37.9%,27.6%,38.9%,65.7%,88.6%,17.1%,8.6%,146
Fairfield,Matthew Bucciero,All,370,55,95.7,108.0,109.0,56.4%,8.7°,10.5°,47.3,14.5%,8,0.338,0.345,0.453,0.471,47.3%,12.7%,38.2%,43.0%,67.3%,83.5%,25.8%,23.9%,106
Arizona State,Beckett Zavorek,All,78,19,88.2,97.6,104.7,31.6%,-3.8°,-0.8°,36.8,0.0%,0,0.455,0.37,0.453,0.395,63.2%,10.5%,26.3%,42.3%,70.3%,88.5%,17.1%,18.2%,131
UMES,Julian Jimenez,All,137,17,88.1,97.8,103.5,11.8%,19.2°,22.4°,76.5,5.9%,1,0.348,0.229,0.453,0.392,17.6%,35.3%,41.2%,43.8%,65.6%,66.7%,24.7%,35.0%,77
UNLV,Cole Koniarsky,All,655,129,86.4,105.5,109.5,42.6%,2.0°,5.3°,28.7,2.3%,3,0.381,0.323,0.453,0.404,55.0%,14.7%,26.4%,40.5%,62.6%,88.2%,24.9%,16.2%,100
Anderson (SC),Braeden Harrison,All,447,108,86.7,101.4,107.8,34.3%,14.1°,9.9°,32.4,2.8%,3,0.356,0.316,0.453,0.381,36.1%,29.6%,25.0%,45.9%,69.3%,89.3%,30.6%,16.1%,87
Lee,Luke Collier,All,374,77,89.5,103.2,104.9,37.7%,9.5°,10.3°,35.1,0.0%,0,0.388,0.283,0.453,0.363,41.6%,13.0%,33.8%,48.7%,72.6%,82.0%,29.1%,26.9%,79
Willamette,Preston Lau,All,82,20,84.6,95.5,97.6,15.0%,16.7°,11.3°,55.0,0.0%,0,0.476,0.414,0.453,0.473,30.0%,20.0%,45.0%,51.2%,81.0%,88.2%,41.0%,28.6%,48
Arkansas,Logan Maxwell,All,794,128,88.6,103.1,105.7,45.3%,10.2°,16.2°,39.1,9.4%,12,0.362,0.307,0.452,0.426,38.3%,29.7%,26.6%,45.2%,69.3%,87.8%,23.3%,19.5%,100
West Alabama,Eli Burwash,All,60,8,81.3,100.2,101.2,25.0%,-14.8°,10.2°,37.5,0.0%,0,0.364,0.284,0.451,0.385,62.5%,0.0%,37.5%,51.7%,92.3%,87.5%,20.6%,22.6%,139
Louisiana,Blaine Lucas,All,59,11,83.1,98.0,99.6,18.2%,19.0°,25.1°,36.4,0.0%,0,0.357,0.218,0.451,0.32,18.2%,54.5%,27.3%,39.0%,60.9%,85.7%,25.0%,30.4%,-4
Southeastern (FL),David Castillo,All,125,25,83.0,101.4,105.5,32.0%,3.9°,8.3°,40.0,0.0%,0,0.387,0.29,0.451,0.356,48.0%,24.0%,24.0%,44.0%,66.0%,97.1%,27.8%,14.5%,109
USC Upstate,Scott Campbell,All,604,111,89.4,105.0,115.5,43.2%,13.0°,5.7°,19.8,4.5%,5,0.379,0.255,0.451,0.362,47.7%,25.2%,16.2%,43.9%,70.5%,88.5%,24.0%,18.5%,107
Auburn,Christopher Rembert,All,908,161,90.6,106.8,111.6,46.6%,8.8°,9.7°,34.2,8.1%,13,0.352,0.33,0.451,0.444,44.1%,20.5%,26.7%,41.5%,67.3%,85.7%,21.8%,20.2%,106
Fairfield,Dean Ferrara,All,321,73,90.6,104.3,107.4,49.3%,4.9°,10.1°,37.0,4.1%,3,0.427,0.396,0.451,0.47,45.2%,16.4%,35.6%,53.0%,80.4%,89.4%,28.0%,15.9%,128
Maryland,Paul Jones II,All,213,23,86.7,110.8,112.4,34.8%,4.9°,18.6°,43.5,21.7%,5,0.265,0.254,0.451,0.449,47.8%,21.7%,26.1%,38.5%,65.4%,84.9%,22.0%,30.5%,119
Tennessee,Gavin Kilen,All,832,163,90.2,105.2,110.3,48.5%,14.7°,12.1°,38.7,8.0%,13,0.342,0.337,0.451,0.459,36.8%,27.6%,28.2%,44.4%,69.4%,88.7%,25.6%,16.8%,90
Portland,Coleman Hollabaugh,All,68,12,87.0,100.9,101.6,33.3%,5.3°,14.6°,50.0,8.3%,1,0.357,0.406,0.451,0.491,33.3%,25.0%,33.3%,42.6%,65.4%,88.2%,28.6%,20.7%,104
DeSales,John Rorick,All,25,5,80.9,85.3,86.2,0.0%,31.0°,-,20.0,0.0%,0,0.4,0.231,0.451,0.223,20.0%,40.0%,20.0%,40.0%,63.6%,85.7%,21.4%,10.0%,97
Oklahoma State,Kollin Ritchie,All,559,91,92.3,108.2,111.3,49.5%,18.0°,19.2°,35.2,20.9%,19,0.287,0.34,0.45,0.522,33.0%,39.6%,24.2%,44.7%,69.9%,86.6%,23.4%,20.8%,113
UT Tyler,Connor Clark,All,244,33,84.1,98.2,99.8,21.2%,-3.2°,10.7°,33.3,0.0%,0,0.364,0.306,0.45,0.422,60.6%,15.2%,24.2%,38.5%,67.4%,90.0%,21.9%,20.2%,125
Arizona,Aaron Walton,All,985,182,89.6,105.4,111.8,45.1%,18.4°,16.5°,38.5,13.2%,24,0.336,0.331,0.45,0.47,34.6%,35.2%,25.3%,42.9%,69.6%,85.4%,23.6%,23.2%,100
UAB,Todd Clay,All,840,136,89.5,103.7,108.2,42.6%,11.9°,12.5°,41.9,5.9%,8,0.361,0.332,0.45,0.443,36.8%,23.5%,32.4%,36.0%,58.2%,89.3%,21.1%,12.9%,107
Southeastern (FL),Alfonso Villalobos,All,535,96,85.5,101.2,106.9,37.5%,16.1°,15.1°,38.5,4.2%,4,0.343,0.296,0.45,0.424,28.1%,28.1%,32.3%,40.0%,68.9%,92.3%,21.9%,12.1%,125
Columbia,Kyle Corso,All,96,15,86.4,100.3,103.6,20.0%,27.8°,23.1°,26.7,6.7%,1,0.316,0.177,0.45,0.332,26.7%,40.0%,20.0%,40.6%,65.9%,92.6%,21.8%,17.9%,116
Northern Colorado,Jake King,All,268,53,88.3,98.3,101.8,24.5%,9.5°,5.0°,41.5,0.0%,0,0.394,0.351,0.45,0.395,43.4%,15.1%,41.5%,44.8%,74.2%,84.8%,19.4%,24.2%,127
Richmond,Michael Elko,All,533,101,86.3,101.5,108.0,33.7%,5.4°,9.2°,32.7,5.0%,5,0.359,0.309,0.45,0.43,47.5%,23.8%,25.7%,40.5%,75.9%,87.5%,13.3%,15.3%,147
Northern Colorado,Kai Wagner,All,295,51,88.8,105.7,110.8,37.3%,8.0°,11.8°,39.2,9.8%,5,0.31,0.287,0.45,0.427,43.1%,21.6%,31.4%,34.6%,60.2%,89.2%,16.3%,17.6%,130
Hofstra,Dylan Palmer,All,534,145,78.6,96.6,103.6,12.4%,-0.6°,1.7°,28.3,0.0%,0,0.416,0.287,0.45,0.347,59.3%,12.4%,24.1%,50.9%,75.8%,93.3%,31.2%,8.1%,83
Emory & Henry,Jared Foley,All,213,36,81.4,94.6,96.2,11.1%,8.7°,4.0°,38.9,0.0%,0,0.364,0.267,0.45,0.379,47.2%,25.0%,27.8%,37.6%,68.1%,98.0%,22.0%,20.0%,142
Illinois,Collin Jennings,All,704,101,90.8,106.2,109.9,51.5%,17.0°,17.9°,34.7,15.8%,16,0.279,0.284,0.45,0.44,34.7%,37.6%,20.8%,40.9%,65.1%,77.8%,21.7%,27.1%,114
Stony Brook,Brett Davino,All,93,18,87.3,100.4,104.2,27.8%,13.3°,22.6°,38.9,0.0%,0,0.286,0.293,0.45,0.396,38.9%,33.3%,22.2%,47.3%,68.8%,93.9%,24.4%,13.6%,103
Dayton,Dyrenson Wouters,All,355,74,84.2,99.9,106.3,27.0%,7.4°,9.2°,39.2,1.4%,1,0.407,0.312,0.449,0.386,41.9%,23.0%,29.7%,46.8%,63.4%,95.7%,35.2%,9.0%,50
Albany,Ryan Ferremi,All,395,66,88.2,102.5,104.5,43.9%,2.2°,5.8°,34.8,1.5%,1,0.346,0.337,0.449,0.42,53.0%,16.7%,30.3%,34.7%,57.9%,84.8%,17.0%,19.0%,110
St. John's,Jayder Rafistanger,All,777,130,88.1,100.2,103.9,31.5%,11.7°,14.3°,48.5,3.8%,5,0.378,0.319,0.449,0.424,37.7%,25.4%,34.6%,40.4%,66.0%,92.5%,18.1%,14.0%,107
UC Irvine,Jacob McCombs,All,373,89,85.2,104.4,107.2,31.5%,8.9°,10.4°,41.6,4.5%,4,0.37,0.355,0.449,0.403,43.8%,27.0%,27.0%,53.1%,72.5%,93.4%,37.4%,13.6%,52
Florida,Colby Shelton,All,693,139,92.7,106.8,113.3,54.7%,10.9°,13.6°,38.8,8.6%,12,0.36,0.39,0.449,0.497,44.6%,25.9%,27.3%,51.1%,73.4%,88.1%,33.2%,20.9%,70
Bradley,Timmy O'Brien,All,552,77,92.5,107.3,111.0,59.7%,10.4°,19.8°,39.0,22.1%,17,0.3,0.303,0.449,0.46,36.4%,40.3%,22.1%,45.5%,67.8%,79.9%,28.1%,31.9%,90
Grand Canyon,Billy Scaldeferri,All,126,13,85.3,101.7,103.8,53.8%,14.3°,19.9°,38.5,7.7%,1,0.263,0.254,0.449,0.398,38.5%,23.1%,30.8%,48.4%,75.9%,70.7%,27.8%,29.5%,117
Arizona State,Kien Vu,All,785,124,90.5,108.1,110.4,46.0%,1.9°,7.3°,29.8,8.9%,11,0.344,0.295,0.449,0.395,58.1%,18.5%,23.4%,43.6%,67.9%,81.6%,23.8%,24.9%,105
Prairie View,Ahmar Donatto,All,63,10,85.0,98.6,104.1,30.0%,22.5°,10.2°,40.0,0.0%,0,0.438,0.266,0.449,0.299,30.0%,10.0%,40.0%,52.4%,72.4%,81.0%,35.3%,27.3%,94
St. Thomas (FL),Luis Suarez,All,151,35,85.0,98.3,100.4,25.7%,3.7°,5.4°,40.0,0.0%,0,0.436,0.298,0.449,0.347,51.4%,8.6%,37.1%,44.4%,66.2%,86.0%,27.9%,19.4%,132
University of Montevallo,Connor Crowson,All,327,72,85.0,101.5,105.2,33.3%,11.5°,20.1°,29.2,8.3%,6,0.361,0.289,0.449,0.39,48.6%,30.6%,19.4%,48.6%,80.0%,88.0%,26.6%,22.0%,102
LSU,Derek Curiel,All,1190,179,90.6,104.7,107.5,50.3%,8.4°,7.9°,33.0,4.5%,8,0.349,0.297,0.448,0.421,46.4%,18.4%,25.1%,34.2%,51.9%,93.6%,19.2%,15.0%,83
Memphis,Jack Pitts,All,218,32,88.9,105.3,110.8,37.5%,20.3°,19.2°,40.6,18.8%,6,0.286,0.236,0.448,0.374,31.2%,40.6%,21.9%,37.6%,52.7%,79.6%,26.4%,30.5%,88
Illinois,Vytas Valincius,All,676,133,90.5,106.4,109.6,45.1%,4.6°,7.3°,33.8,4.5%,6,0.362,0.388,0.448,0.491,51.1%,15.0%,31.6%,41.6%,69.4%,83.7%,19.2%,19.6%,113
Florida International,Kishon Frett,All,797,108,91.8,111.5,114.6,55.6%,14.5°,18.3°,38.9,22.2%,24,0.309,0.298,0.448,0.452,33.3%,32.4%,30.6%,43.0%,68.1%,73.4%,23.6%,34.1%,83
Merrimack,Harry Painter,All,38,5,99.3,104.4,104.5,80.0%,27.6°,26.7°,40.0,0.0%,0,0.375,0.226,0.448,0.311,20.0%,60.0%,20.0%,47.4%,73.7%,78.6%,21.1%,27.8%,132
Villanova,Jason Neff,All,790,130,88.9,104.2,108.2,44.6%,14.5°,18.8°,39.2,14.6%,19,0.312,0.311,0.448,0.453,36.2%,28.5%,28.5%,43.7%,71.5%,81.7%,22.2%,25.8%,100
Belmont,Landon Godsey,All,664,142,88.1,101.2,104.8,35.2%,23.4°,19.4°,35.2,4.9%,7,0.32,0.252,0.448,0.37,27.5%,38.0%,23.2%,48.6%,78.7%,86.5%,23.7%,21.4%,124
Charlotte,Dante DeFranco,All,55,10,80.7,103.0,105.9,30.0%,11.4°,31.3°,50.0,0.0%,0,0.385,0.282,0.448,0.393,30.0%,30.0%,40.0%,43.6%,70.0%,92.9%,28.6%,25.0%,119
San Diego,Jack Gurevitch,All,881,150,94.3,111.0,117.2,50.7%,7.6°,9.0°,31.3,12.0%,18,0.335,0.329,0.448,0.435,47.3%,26.0%,25.3%,46.9%,78.3%,87.2%,25.1%,21.8%,115
Stetson,Lorenzo Meola,All,768,141,90.2,104.9,108.6,49.6%,11.5°,13.2°,45.4,9.9%,14,0.353,0.35,0.448,0.486,35.5%,24.8%,32.6%,39.6%,62.1%,87.9%,23.6%,20.1%,109
Cornell,Max Jensen,All,282,46,91.6,107.6,111.4,47.8%,17.0°,13.1°,37.0,10.9%,5,0.286,0.289,0.448,0.42,32.6%,37.0%,26.1%,40.1%,69.1%,87.1%,17.6%,19.5%,164
Carson-Newman,Logan Floyd,All,381,91,86.5,98.7,104.3,25.3%,5.4°,11.7°,33.0,0.0%,0,0.398,0.344,0.448,0.395,49.5%,18.7%,29.7%,44.4%,73.9%,92.0%,24.6%,14.8%,112
Southern Illinois,Mike Mylott,All,158,30,85.6,103.6,109.0,36.7%,19.6°,22.9°,40.0,10.0%,3,0.314,0.268,0.448,0.396,23.3%,50.0%,23.3%,37.3%,52.8%,89.5%,24.4%,13.6%,71
Northwestern State,Braden Benton,All,179,29,90.5,104.7,108.7,51.7%,16.9°,12.5°,44.8,10.3%,3,0.297,0.33,0.448,0.468,31.0%,27.6%,34.5%,37.4%,65.3%,89.4%,18.7%,23.9%,124
Redlands,Rylan Morris,All,73,12,90.1,99.3,99.6,41.7%,5.6°,7.2°,25.0,0.0%,0,0.4,0.309,0.448,0.408,66.7%,8.3%,25.0%,42.5%,71.4%,86.7%,30.8%,25.8%,113
Tusculum,Jake Absher,All,68,15,85.0,103.2,103.6,20.0%,-3.5°,9.3°,40.0,0.0%,0,0.375,0.357,0.447,0.364,53.3%,0.0%,46.7%,52.9%,80.0%,91.7%,31.6%,16.7%,113
Dayton,Adin Zorn,All,476,107,92.8,108.3,111.0,48.6%,3.4°,6.2°,27.1,7.5%,8,0.378,0.354,0.447,0.415,53.3%,14.0%,25.2%,49.6%,70.6%,85.9%,32.8%,25.4%,83
Eastern Illinois,James Love,All,194,38,95.9,104.5,108.4,60.5%,11.8°,8.6°,31.6,2.6%,1,0.364,0.39,0.447,0.462,47.4%,21.1%,31.6%,40.2%,73.3%,92.7%,19.3%,10.3%,134
Tarleton State,Sergio Guerra,All,236,39,90.6,101.6,104.0,51.3%,18.0°,16.4°,46.2,2.6%,1,0.31,0.263,0.447,0.356,23.1%,33.3%,35.9%,52.5%,78.0%,85.9%,33.8%,29.0%,96
Maryland,Alex Calarco,All,921,135,89.4,107.2,111.8,45.2%,16.7°,18.8°,37.0,12.6%,17,0.301,0.269,0.447,0.442,31.1%,37.8%,24.4%,39.7%,65.1%,82.0%,20.2%,27.3%,118
Arizona State,Isaiah Jackson,All,875,160,90.0,106.6,110.5,43.8%,11.0°,11.4°,33.8,10.0%,16,0.311,0.287,0.447,0.392,44.4%,26.2%,23.8%,43.8%,68.1%,83.5%,24.9%,26.9%,97
Ole Miss,Austin Fawley,All,801,87,91.7,107.0,109.7,55.2%,19.9°,26.1°,34.5,26.4%,23,0.266,0.231,0.447,0.402,34.5%,40.2%,19.5%,42.8%,65.8%,70.7%,25.7%,42.6%,85
La Verne,Noah Garcia,All,59,11,85.7,102.5,104.9,27.3%,4.1°,16.1°,36.4,0.0%,0,0.333,0.301,0.447,0.408,45.5%,18.2%,36.4%,42.4%,57.1%,100.0%,37.8%,12.0%,37
VMI,Grayson Fitzwater,All,682,129,91.5,107.1,112.0,48.8%,19.3°,14.3°,31.8,10.1%,13,0.309,0.283,0.447,0.422,32.6%,32.6%,20.9%,43.1%,71.0%,89.8%,22.4%,18.0%,122
Grambling,Jaylyn Bennett,All,31,6,91.1,101.3,103.5,66.7%,20.2°,8.8°,50.0,0.0%,0,0.375,0.412,0.447,0.422,16.7%,33.3%,50.0%,41.9%,46.7%,85.7%,37.5%,46.2%,27
New Mexico State,Steve Solorzano,All,785,129,86.3,103.3,106.7,30.2%,9.2°,16.8°,35.7,8.5%,11,0.321,0.273,0.446,0.408,43.4%,27.1%,25.6%,39.2%,64.5%,89.9%,23.0%,18.8%,115
Towson,Brian Heckelman,All,542,106,87.7,100.1,106.1,30.2%,16.3°,12.4°,39.6,4.7%,5,0.364,0.342,0.446,0.423,34.0%,30.2%,28.3%,37.8%,59.8%,90.6%,16.7%,12.2%,120
Belmont,Ty Allen,All,783,124,90.0,103.5,107.6,47.6%,12.5°,12.3°,37.9,4.8%,6,0.347,0.296,0.446,0.396,39.5%,25.8%,29.8%,43.3%,64.7%,80.4%,26.3%,28.3%,93
LSU,Ethan Frey,All,822,126,95.3,109.2,114.4,57.1%,12.2°,6.9°,34.1,11.9%,15,0.323,0.297,0.446,0.405,39.7%,16.7%,27.0%,34.3%,50.4%,89.7%,20.1%,20.6%,90
West Virginia,Sam White,All,638,147,88.3,104.8,109.2,44.9%,10.3°,11.4°,30.6,8.8%,13,0.387,0.348,0.446,0.45,47.6%,24.5%,23.8%,50.2%,73.5%,89.4%,30.2%,18.1%,106
Western Kentucky,Kyle Hvidsten,All,612,75,88.7,102.8,109.2,49.3%,15.3°,18.2°,24.0,5.3%,4,0.287,0.246,0.446,0.414,38.7%,38.7%,17.3%,33.8%,58.3%,92.6%,16.5%,16.4%,130
Reinhardt,Jacob Mantooth,All,54,11,85.9,103.6,104.1,36.4%,13.7°,16.3°,45.5,0.0%,0,0.308,0.29,0.446,0.377,27.3%,27.3%,27.3%,44.4%,90.0%,88.9%,17.6%,25.0%,174
Cincinnati,Landyn Vidourek,All,923,105,95.8,111.4,115.4,58.1%,22.4°,18.6°,38.1,21.0%,22,0.305,0.289,0.445,0.464,27.6%,36.2%,26.7%,33.5%,55.4%,79.7%,15.3%,26.5%,112
UT Martin,Jonah Katsaboulas,All,137,24,87.8,101.2,102.6,33.3%,9.5°,2.9°,29.2,0.0%,0,0.419,0.287,0.445,0.32,50.0%,20.8%,20.8%,48.2%,77.0%,87.2%,25.0%,21.2%,111
Binghamton,Evin Sullivan,All,575,113,89.6,105.0,110.1,39.8%,14.7°,13.1°,38.1,4.4%,5,0.328,0.345,0.445,0.428,37.2%,23.0%,31.9%,44.0%,68.8%,89.0%,24.9%,15.8%,102
George Mason,Owen Hull,All,772,132,89.6,106.3,111.2,45.5%,1.8°,7.2°,39.4,6.8%,9,0.385,0.326,0.445,0.425,43.9%,15.9%,34.8%,43.1%,71.3%,88.6%,23.1%,19.5%,118
Auburn Montgomery,Riley Orr,All,48,7,89.6,103.2,103.4,42.9%,5.5°,19.8°,42.9,0.0%,0,0.333,0.392,0.445,0.489,42.9%,14.3%,42.9%,31.2%,57.1%,100.0%,20.6%,6.7%,148
Oregon,Dominic Hellman,All,720,133,94.9,111.8,119.8,54.9%,6.8°,8.9°,35.3,15.8%,21,0.345,0.341,0.445,0.454,45.9%,24.1%,27.8%,46.9%,68.7%,82.2%,29.7%,26.6%,62
Omaha,Henry Zipay,All,491,82,87.7,95.9,100.3,15.9%,10.5°,10.0°,47.6,0.0%,0,0.375,0.296,0.445,0.358,37.8%,17.1%,39.0%,47.3%,74.9%,88.4%,25.0%,22.4%,119
Southwestern (TX),Christian Melillo,All,218,38,83.8,95.3,102.4,10.5%,15.7°,21.4°,57.9,2.6%,1,0.372,0.363,0.445,0.445,28.9%,26.3%,44.7%,30.7%,44.7%,92.1%,21.8%,11.9%,100
Nevada,Billy Ham,All,689,128,91.9,107.7,112.8,55.5%,8.5°,10.9°,34.4,9.4%,12,0.36,0.351,0.445,0.458,46.1%,22.7%,26.6%,37.3%,56.5%,87.6%,22.4%,17.1%,106
Delaware,LT Cockrill,All,582,97,88.5,104.8,108.9,41.2%,15.7°,13.2°,47.4,7.2%,7,0.331,0.287,0.445,0.391,29.9%,29.9%,34.0%,40.7%,57.6%,91.2%,25.3%,18.6%,89
Grand Canyon,Zach Yorke,All,312,53,91.7,106.8,112.7,43.4%,17.0°,9.2°,37.7,9.4%,5,0.308,0.307,0.445,0.444,35.8%,20.8%,28.3%,35.6%,63.0%,86.2%,13.8%,18.9%,103
SIUE,Lane Crowden,All,148,27,89.5,104.1,106.8,44.4%,19.6°,9.3°,37.0,0.0%,0,0.359,0.268,0.445,0.347,33.3%,22.2%,33.3%,54.1%,84.1%,79.2%,31.8%,32.5%,70
Ball State,Ty Davis,All,167,27,89.5,102.6,107.6,37.0%,14.9°,22.8°,40.7,7.4%,2,0.324,0.273,0.445,0.421,29.6%,33.3%,33.3%,44.9%,65.1%,82.9%,32.7%,28.0%,67
VMI,Owen Prince,All,789,141,83.3,95.2,98.9,9.2%,1.1°,4.6°,32.6,0.7%,1,0.381,0.312,0.445,0.395,55.3%,10.6%,29.1%,36.0%,57.9%,92.9%,17.4%,9.9%,115
King,Joe Uribe,All,34,7,87.1,102.0,104.8,28.6%,-2.3°,9.6°,42.9,0.0%,0,0.444,0.38,0.445,0.436,57.1%,14.3%,28.6%,35.3%,50.0%,85.7%,25.0%,25.0%,127
Westmont,Grant Yzermans,All,177,38,85.0,98.8,103.3,26.3%,18.3°,13.1°,50.0,2.6%,1,0.4,0.317,0.445,0.37,23.7%,23.7%,44.7%,48.6%,74.6%,92.0%,32.7%,17.4%,117
Oregon,Mason Neville,All,1026,139,92.5,109.7,113.6,52.5%,15.8°,18.7°,39.6,20.1%,28,0.278,0.289,0.444,0.459,31.7%,37.4%,28.1%,36.4%,58.5%,84.0%,21.2%,27.1%,78
Rutgers,Ty Doucette,All,892,184,87.5,107.5,112.2,40.2%,11.9°,14.0°,32.6,8.7%,16,0.353,0.325,0.444,0.439,42.4%,25.5%,23.9%,49.9%,78.4%,92.4%,29.7%,19.8%,102
Indiana,Jake Hanley,All,929,159,90.1,106.5,112.9,45.9%,5.9°,10.7°,29.6,8.2%,13,0.335,0.31,0.444,0.422,49.1%,23.9%,20.8%,40.4%,65.8%,81.6%,20.8%,24.3%,103
Georgia,Brennan Hudson,All,151,14,94.6,107.4,109.0,57.1%,20.7°,26.1°,50.0,42.9%,6,0.241,0.228,0.444,0.421,14.3%,35.7%,35.7%,35.1%,58.7%,70.3%,18.2%,41.5%,81
Northern Illinois,Gavin Baldwin,All,631,93,91.9,106.3,111.6,54.8%,23.2°,21.5°,33.3,14.0%,13,0.308,0.277,0.444,0.425,25.8%,48.4%,18.3%,46.4%,70.4%,81.4%,29.6%,29.7%,97
Centre,Ayden Lohr,All,322,61,87.9,99.5,103.2,31.1%,21.2°,17.4°,29.5,4.9%,3,0.351,0.251,0.444,0.344,31.1%,44.3%,19.7%,45.0%,75.6%,87.5%,25.1%,22.8%,108
Ole Miss,Judd Utermark,All,899,141,95.2,110.7,116.0,60.3%,17.4°,18.5°,36.2,20.6%,29,0.307,0.314,0.444,0.467,33.3%,37.6%,25.5%,53.1%,82.5%,75.7%,33.0%,37.1%,63
LSU,Jared Jones,All,1149,182,94.7,111.8,116.4,56.0%,17.6°,15.6°,42.3,21.4%,39,0.324,0.324,0.444,0.472,29.7%,28.0%,29.1%,46.7%,71.0%,80.4%,29.3%,29.1%,70
Oakland,John Lauinger,All,643,108,77.7,95.0,99.2,7.4%,2.3°,7.0°,36.1,0.9%,1,0.372,0.298,0.444,0.36,53.7%,13.0%,29.6%,40.0%,60.4%,88.1%,24.4%,17.5%,110
Anderson (SC),Dominick Bello,All,386,63,80.8,95.7,100.7,11.1%,14.5°,11.0°,47.6,0.0%,0,0.358,0.244,0.444,0.332,34.9%,22.2%,39.7%,37.6%,60.7%,86.8%,22.9%,19.3%,130
New Orleans,Bryce Calloway,All,588,80,90.9,108.2,112.5,46.2%,10.5°,13.2°,30.0,8.8%,7,0.344,0.252,0.444,0.376,42.5%,18.8%,25.0%,40.8%,67.8%,75.4%,19.7%,31.7%,125
Louisiana,Conor Higgs,All,704,123,90.6,106.6,110.4,52.0%,14.4°,19.8°,34.1,13.8%,17,0.348,0.304,0.444,0.443,39.8%,33.3%,21.1%,46.2%,67.8%,82.0%,29.0%,24.0%,101
Southern Illinois,Matthew Schark,All,169,37,89.2,105.1,109.8,43.2%,25.4°,18.7°,29.7,16.2%,6,0.304,0.245,0.444,0.39,24.3%,48.6%,18.9%,47.3%,71.8%,78.6%,26.4%,27.5%,93
Illinois-Chicago,Thomas Curry,All,462,67,92.6,108.3,115.4,55.2%,16.3°,11.2°,52.2,17.9%,12,0.323,0.341,0.444,0.468,32.8%,29.9%,34.3%,45.7%,66.4%,79.9%,27.3%,26.5%,90
Cumberlands (KY),Trent Prokes,All,199,48,87.5,99.4,100.9,41.7%,16.8°,11.3°,35.4,4.2%,2,0.347,0.327,0.444,0.41,39.6%,35.4%,25.0%,36.2%,64.1%,96.0%,18.2%,6.9%,144
Missouri State,Caden Bogenpohl,All,865,108,94.6,111.2,114.1,54.6%,9.1°,7.5°,25.9,13.0%,14,0.282,0.277,0.444,0.421,45.4%,26.9%,24.1%,36.5%,63.2%,79.3%,16.9%,29.1%,116
Dayton,Mason Dobie,All,504,95,89.7,103.7,106.7,36.8%,7.6°,10.3°,32.6,3.2%,3,0.33,0.325,0.443,0.429,47.4%,20.0%,25.3%,34.9%,61.7%,92.7%,13.8%,12.5%,116
